Last Scraped;Experiences Offered;Host Since;Host Response Rate;Host Acceptance Rate;Host Listings Count;Host Total Listings Count;Neighbourhood;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Calendar Updated;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Calendar last Scraped;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;License;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
2017-04-08;none;2014-08-01;100.0;;1.0;1.0;;Justicia;Centro;28004;40.42508508535172;-3.696454537518313;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;55.0;470.0;1700.0;;20.0;1;15;1;1125;2 weeks ago;;5;8;22;72;2017-04-08;17;2015-08-16;2017-03-15;94.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;0.85;40.4250850854,-3.69645453752
2017-04-08;none;2016-04-05;100.0;;1.0;1.0;;Valverde;Fuencarral - El Pardo;28034;40.48460799100832;-3.6908154877825528;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;;45.0;;;;10.0;1;0;1;30;3 months ago;;30;60;90;180;2017-04-08;5;2016-05-09;2016-12-04;96.0;10.0;10.0;10.0;10.0;9.0;10.0;;;moderate;1.0;0.45;40.484607991,-3.69081548778
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;Sol;Sol;Centro;28012;40.414867702662775;-3.7075291459018334;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;;130.0;;2310.0;200.0;60.0;3;20;2;1125;today;;7;21;35;298;2017-04-08;4;2015-10-05;2016-10-07;75.0;7.0;8.0;5.0;7.0;9.0;8.0;;;strict;145.0;0.22;40.4148677027,-3.7075291459
2017-03-15;none;2015-11-10;100.0;;1.0;1.0;;Valldemossa;;07170;39.709821348828136;2.6251863231261225;House;Entire home/apt;4;2.0;2.0;3.0;Real Bed;;120.0;;;200.0;50.0;3;0;5;1125;a week ago;;5;5;17;292;2017-03-15;3;2016-09-17;2016-10-19;93.0;10.0;9.0;10.0;10.0;9.0;9.0;;;moderate;1.0;0.5;39.7098213488,2.62518632313
2017-04-08;none;2013-08-13;100.0;;2.0;2.0;;Universidad;Centro;28004;40.42144650504085;-3.7022992712034486;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;57.0;;;150.0;17.0;1;0;1;1125;yesterday;;1;4;8;198;2017-04-08;257;2014-06-28;2017-04-06;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;2.0;7.59;40.421446505,-3.7022992712
2017-04-08;none;2015-02-15;93.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.409670483843755;-3.693987717912052;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;;75.0;;;;7.0;1;0;2;1125;2 weeks ago;;1;4;15;282;2017-04-07;83;2016-02-07;2017-03-27;93.0;10.0;10.0;10.0;10.0;10.0;9.0;;;flexible;2.0;5.83;40.4096704838,-3.69398771791
2017-04-08;none;2013-03-17;100.0;;9.0;9.0;La Latina;Embajadores;Centro;28005;40.411076585810385;-3.707991278214053;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;;185.0;;;200.0;95.0;4;0;4;1125;today;;13;33;53;305;2017-04-08;41;2015-08-12;2017-03-20;95.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;9.0;2.03;40.4110765858,-3.70799127821
2017-04-08;none;2016-08-18;90.0;;1.0;1.0;Sol;Sol;Centro;28013;40.416919169300314;-3.706683775084653;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;;100.0;;;180.0;36.0;4;15;2;1125;today;;11;25;47;320;2017-04-08;23;2016-09-04;2017-03-19;94.0;9.0;9.0;10.0;10.0;10.0;9.0;;;flexible;1.0;3.18;40.4169191693,-3.70668377508
2017-04-08;none;2015-06-07;94.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.40940254517713;-3.696466479932389;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;;45.0;250.0;850.0;;10.0;3;10;2;15;today;;5;12;22;129;2017-04-08;77;2015-06-25;2017-03-23;71.0;8.0;7.0;9.0;9.0;9.0;8.0;;;strict;2.0;3.53;40.4094025452,-3.69646647993
2017-04-08;none;2015-08-09;100.0;;2.0;2.0;Ciudad Lineal;Pueblo Nuevo;Ciudad Lineal;28017;40.43603171651141;-3.6378514390199084;House;Private room;2;1.0;1.0;1.0;Real Bed;;50.0;360.0;1500.0;;;1;0;1;1125;4 months ago;;30;60;90;365;2017-04-07;1;2016-10-02;2016-10-02;60.0;6.0;8.0;4.0;10.0;10.0;10.0;;;flexible;2.0;0.16;40.4360317165,-3.63785143902
2017-04-08;none;2016-04-28;100.0;;2.0;2.0;;Puerta del Angel;Latina;28011;40.409966655891644;-3.728160316146002;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;;16.0;;;;;1;5;5;1125;2 months ago;;29;59;89;114;2017-04-08;0;;;;;;;;;;;;flexible;2.0;;40.4099666559,-3.72816031615
2017-04-08;none;2013-11-19;100.0;;1.0;1.0;Lista;Lista;Salamanca;28006;40.43053860283833;-3.6738690721320784;House;Private room;4;1.0;1.0;1.0;Real Bed;;22.0;;;;;1;8;90;1125;5 weeks ago;;0;0;0;244;2017-04-08;8;2016-05-22;2017-02-01;97.0;10.0;10.0;9.0;10.0;9.0;9.0;;;moderate;2.0;0.75;40.4305386028,-3.67386907213
2017-04-08;none;2016-11-11;100.0;;5.0;5.0;Castillejos;Castillejos;Tetuán;28020;40.457818358455185;-3.6976062265046608;Boutique hotel;Private room;1;1.0;1.0;1.0;Real Bed;;55.0;;;;;1;0;1;1125;a week ago;;29;58;88;363;2017-04-08;0;;;;;;;;;;;;flexible;5.0;;40.4578183585,-3.6976062265
2017-04-08;none;2014-02-07;100.0;;6.0;6.0;La Latina;Palacio;Centro;28012;40.41225523935826;-3.7077642994825086;Apartment;Entire home/apt;12;2.0;5.0;9.0;Real Bed;;300.0;;;;100.0;7;20;3;1125;2 weeks ago;;8;22;44;166;2017-04-08;24;2014-04-08;2017-03-19;89.0;9.0;10.0;9.0;10.0;10.0;9.0;;;strict;6.0;0.66;40.4122552394,-3.70776429948
2017-05-09;none;2015-03-04;100.0;;1.0;1.0;;Meidling;;;48.17640535759242;16.34096764282765;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;59.0;;;;;1;0;2;1125;yesterday;;4;4;4;4;2017-05-09;3;2017-04-16;2017-04-30;93.0;10.0;9.0;10.0;10.0;7.0;9.0;;;moderate;1.0;3.0;48.1764053576,16.3409676428
2017-04-08;none;2014-06-30;100.0;;6.0;6.0;Embajadores;Embajadores;Centro;28012;40.41057788755398;-3.7023092996885683;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;35.0;;;;15.0;1;0;1;1125;today;;3;6;16;110;2017-04-08;190;2015-03-09;2017-04-04;88.0;10.0;9.0;9.0;9.0;9.0;9.0;VT-2043;;moderate;5.0;7.48;40.4105778876,-3.70230929969
2017-04-08;none;2012-09-14;100.0;;142.0;142.0;La Latina;Palacio;Centro;28005;40.41141073119634;-3.7125599381376273;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;103.0;;;;77.0;2;17;3;1125;today;;11;32;58;242;2017-04-08;1;2015-05-24;2015-05-24;100.0;10.0;10.0;10.0;10.0;10.0;8.0;;;strict;77.0;0.04;40.4114107312,-3.71255993814
2017-04-08;none;2016-01-28;;;1.0;1.0;Hispanoamérica;Hispanoamérica;Chamartín;28036;40.45739237895457;-3.687083756927378;House;Private room;2;1.0;1.0;1.0;Real Bed;;35.0;;;;25.0;1;0;1;3;2 weeks ago;;14;44;74;75;2017-04-07;0;;;;;;;;;;;;moderate;1.0;;40.457392379,-3.68708375693
2017-04-08;none;2011-03-18;100.0;;2.0;2.0;Recoletos;Recoletos;Salamanca;28009;40.42315163191458;-3.6827892962097937;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;215.0;60.0;400.0;1600.0;100.0;25.0;1;0;3;365;today;;4;12;36;303;2017-04-08;99;2011-05-08;2017-03-26;96.0;9.0;10.0;10.0;10.0;10.0;9.0;;;flexible;2.0;1.37;40.4231516319,-3.68278929621
2017-04-08;none;2016-01-12;100.0;;3.0;3.0;Carabanchel;Buenavista;Carabanchel;28044;40.37236001695643;-3.7554412795718886;House;Private room;1;1.5;1.0;1.0;Real Bed;;15.0;;;;;1;0;2;1125;a week ago;;17;47;77;352;2017-04-07;4;2017-03-01;2017-03-24;100.0;10.0;10.0;10.0;10.0;9.0;10.0;;;flexible;3.0;3.08;40.372360017,-3.75544127957
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;Justicia;Justicia;Centro;28004;40.4257827535198;-3.695269176955324;Apartment;Entire home/apt;10;2.0;4.0;6.0;Real Bed;;220.0;;;200.0;100.0;4;20;2;1125;today;;13;22;38;301;2017-04-08;1;2016-10-10;2016-10-10;80.0;8.0;10.0;10.0;10.0;10.0;10.0;;;strict;145.0;0.17;40.4257827535,-3.69526917696
2017-04-08;none;2013-09-05;97.0;;6.0;6.0;Cortes;Cortes;Centro;28012;40.4169054418326;-3.6992808358603413;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;;120.0;;;;30.0;2;10;2;1125;3 days ago;;7;26;56;331;2017-04-08;31;2014-02-10;2016-11-26;90.0;9.0;9.0;9.0;9.0;10.0;9.0;;;strict;5.0;0.81;40.4169054418,-3.69928083586
2017-04-08;none;2012-05-07;100.0;;3.0;3.0;Barajas;Casco Histórico de Barajas;Barajas;28042;40.47390151664403;-3.576991808832047;House;Entire home/apt;8;1.0;2.0;4.0;Real Bed;0.0;78.0;500.0;;100.0;22.0;4;10;1;1125;a week ago;;9;21;37;124;2017-04-08;142;2012-10-10;2017-03-18;92.0;9.0;10.0;10.0;10.0;9.0;9.0;;;moderate;3.0;2.59;40.4739015166,-3.57699180883
2017-04-08;none;2016-03-31;100.0;;3.0;3.0;;Cortes;Centro;28013;40.418133175268686;-3.697826222748722;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;50.0;;;;20.0;5;20;2;35;today;;7;16;41;194;2017-04-07;16;2016-12-15;2017-03-10;78.0;8.0;10.0;9.0;10.0;10.0;9.0;;;strict;3.0;4.17;40.4181331753,-3.69782622275
2017-04-08;none;2016-02-25;100.0;;2.0;2.0;Justicia;Justicia;Centro;28004;40.423582904405606;-3.699752539161204;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;83.0;;;250.0;15.0;2;5;3;999;today;;5;16;22;258;2017-04-07;49;2016-03-06;2017-03-26;96.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;2.0;3.68;40.4235829044,-3.69975253916
2017-04-08;none;2016-06-12;91.0;;11.0;11.0;;Vista Alegre;Carabanchel;28025;40.38824858370896;-3.740864875779233;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;;29.0;;;;5.0;1;10;1;1125;1 week ago;;13;43;64;160;2017-04-08;8;2016-08-31;2017-03-13;80.0;8.0;9.0;9.0;9.0;8.0;8.0;;;moderate;11.0;1.09;40.3882485837,-3.74086487578
2017-04-08;none;2017-03-30;;;1.0;1.0;;Valverde;Fuencarral - El Pardo;28034;40.495898597507015;-3.696306029182311;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;;414.0;;;;;1;0;1;1125;never;;30;60;90;365;2017-04-08;0;;;;;;;;;;;;flexible;1.0;;40.4958985975,-3.69630602918
2017-02-18;none;2015-09-15;100.0;;16.0;16.0;;Dublin City;;Dublin 8;53.34348163820883;-6.27873784131438;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;;100.0;;;;30.0;4;25;2;28;today;;17;31;53;281;2017-02-18;77;2015-11-09;2017-02-07;90.0;9.0;9.0;10.0;10.0;9.0;9.0;;;flexible;16.0;4.94;53.3434816382,-6.27873784131
2017-04-08;none;2012-01-24;100.0;;10.0;10.0;;Justicia;Centro;28004;40.423826995982736;-3.6968843917476777;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;86.0;500.0;1500.0;250.0;10.0;2;5;3;999;today;;3;8;14;262;2017-04-08;77;2015-09-06;2017-03-26;98.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;9.0;3.98;40.423826996,-3.69688439175
2017-04-08;none;2015-03-25;;;1.0;1.0;Malasaña;Universidad;Centro;28004;40.428258164672975;-3.7025202723808;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;30.0;;;;;1;0;2;1125;14 months ago;;0;0;0;0;2017-04-07;0;;;;;;;;;;;;flexible;1.0;;40.4282581647,-3.70252027238
2017-04-08;none;2016-11-09;100.0;;1.0;1.0;Ciudad Lineal;Concepción;Ciudad Lineal;28027;40.43412198092901;-3.659929811377694;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;;65.0;;;150.0;;4;5;2;1125;today;;3;15;24;188;2017-04-07;3;2016-12-16;2017-03-18;93.0;10.0;10.0;10.0;10.0;9.0;9.0;;;strict;1.0;0.79;40.4341219809,-3.65992981138
2017-04-08;none;2013-03-19;100.0;;4.0;4.0;La Latina;Embajadores;Centro;28005;40.40788488277246;-3.7047855022459446;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;;67.0;;;;;2;15;3;1125;2 days ago;;3;18;35;307;2017-04-07;160;2013-10-16;2017-04-03;93.0;9.0;10.0;10.0;10.0;9.0;9.0;;;strict;4.0;3.78;40.4078848828,-3.70478550225
2017-04-08;none;2013-12-11;100.0;;8.0;8.0;Sol;Sol;Centro;28013;40.41947244800678;-3.701708744686464;Apartment;Entire home/apt;8;2.0;3.0;8.0;Real Bed;;250.0;;;;;1;0;3;10;5 days ago;;7;16;32;287;2017-04-08;15;2014-03-04;2016-03-27;88.0;8.0;9.0;9.0;9.0;8.0;8.0;;;moderate;8.0;0.4;40.419472448,-3.70170874469
2017-04-08;none;2016-07-21;65.0;;136.0;136.0;;Recoletos;Salamanca;28001;40.42343125569856;-3.6901002634336515;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;126.0;;;;;1;0;3;1125;today;;0;0;0;0;2017-04-08;0;;;;;;;;;;;;super_strict_60;5.0;;40.4234312557,-3.69010026343
2017-04-08;none;2012-05-20;100.0;;7.0;7.0;Malasaña;Universidad;Centro;28004;40.42077121719153;-3.702438713625922;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;59.0;419.0;1390.0;;19.0;2;6;1;1125;4 days ago;;9;29;40;292;2017-04-08;69;2015-10-27;2017-03-24;79.0;9.0;8.0;8.0;8.0;9.0;8.0;;;moderate;6.0;3.91;40.4207712172,-3.70243871363
2017-04-08;none;2014-04-03;100.0;;2.0;2.0;Embajadores;Embajadores;Centro;28012;40.41077630274212;-3.699471873968012;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;;75.0;400.0;;;20.0;2;20;2;14;5 weeks ago;;0;0;0;251;2017-04-08;11;2014-10-06;2015-12-08;100.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;0.36;40.4107763027,-3.69947187397
2017-04-08;none;2015-06-08;100.0;;2.0;2.0;;Palacio;Centro;28008;40.42110733002317;-3.7128091368929934;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;;27.0;;;;8.0;1;6;1;3;today;;10;19;41;41;2017-04-08;69;2016-05-24;2017-03-31;76.0;9.0;8.0;8.0;9.0;9.0;8.0;;;strict;2.0;6.47;40.42110733,-3.71280913689
2017-04-08;none;2014-05-08;100.0;;114.0;114.0;;Justicia;Centro;28004;40.42361847834502;-3.700545269685322;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;;16.0;;;;15.0;1;0;10;1125;2 weeks ago;;0;2;21;296;2017-04-08;1;2014-09-02;2014-09-02;80.0;;;;;;;;;strict;97.0;0.03;40.4236184783,-3.70054526969
2017-04-08;none;2015-08-05;100.0;;1.0;1.0;Goya;Goya;Salamanca;28009;40.42189671049868;-3.676548417797864;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;;150.0;;;700.0;50.0;3;25;2;1125;today;;7;17;34;306;2017-04-08;49;2015-08-07;2017-03-26;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;1.0;2.41;40.4218967105,-3.6765484178
2017-04-08;none;2012-07-04;100.0;;7.0;7.0;Palacio;Palacio;Centro;28013;40.4179735896717;-3.7097861392102165;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;82.0;550.0;1900.0;120.0;20.0;2;0;2;90;today;;11;32;60;335;2017-04-08;38;2015-04-21;2017-04-02;95.0;10.0;9.0;10.0;10.0;10.0;9.0;VT 1012;;strict;7.0;1.59;40.4179735897,-3.70978613921
2017-03-15;none;2013-09-16;100.0;;74.0;74.0;;Pollença;;07470;39.90355772387332;3.0802202057970773;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;;122.0;;;;;1;0;5;1125;today;;30;54;84;331;2017-03-15;1;2015-08-24;2015-08-24;80.0;10.0;10.0;6.0;8.0;8.0;8.0;;;strict;64.0;0.05;39.9035577239,3.0802202058
2017-04-08;none;2015-04-27;100.0;;68.0;68.0;Jerónimos;Jerónimos;Retiro;28014;40.407021468771575;-3.683955781692074;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;;285.0;;;;250.0;1;0;30;1125;4 weeks ago;;0;0;0;42;2017-04-07;1;2017-01-19;2017-01-19;100.0;10.0;10.0;10.0;10.0;10.0;6.0;;;strict;39.0;0.37;40.4070214688,-3.68395578169
2017-04-08;none;2013-04-08;100.0;;1.0;1.0;Palacio;Palacio;Centro;28013;40.41872128809189;-3.7099881940497874;Apartment;Entire home/apt;8;2.0;3.0;5.0;Real Bed;;100.0;600.0;1800.0;200.0;50.0;4;40;3;120;2 weeks ago;;0;6;24;237;2017-04-07;92;2013-05-21;2017-01-30;89.0;9.0;9.0;10.0;9.0;10.0;9.0;;;moderate;1.0;1.95;40.4187212881,-3.70998819405
2017-04-08;none;2014-04-07;67.0;;2.0;2.0;Aluche;Cármenes;Latina;28011;40.40802524561385;-3.723111016967037;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;;120.0;;;84.0;;1;0;1;1125;2 months ago;;10;10;10;260;2017-04-08;3;2015-10-13;2016-01-05;80.0;8.0;7.0;9.0;9.0;9.0;9.0;;;flexible;2.0;0.17;40.4080252456,-3.72311101697
2017-04-08;none;2014-01-20;100.0;;1.0;1.0;Palacio;Palacio;Centro;28013;40.42099216161933;-3.7104019678614986;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;80.0;425.0;1390.0;;20.0;2;0;20;1125;3 days ago;;0;0;0;252;2017-04-08;46;2014-09-29;2017-03-13;88.0;9.0;8.0;10.0;10.0;10.0;9.0;;;strict;1.0;1.5;40.4209921616,-3.71040196786
2017-04-08;none;2016-12-15;99.0;;6.0;6.0;Cortes;Cortes;Centro;28014;40.41276702152143;-3.697124410077744;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;75.0;;;220.0;20.0;2;5;1;1125;3 days ago;;3;10;24;108;2017-04-08;9;2016-12-27;2017-03-30;96.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;6.0;2.62;40.4127670215,-3.69712441008
2017-04-08;none;2014-08-08;92.0;;7.0;7.0;;Trafalgar;Chamberí;28010;40.43522432895091;-3.700009427134027;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;24.0;140.0;500.0;;10.0;1;6;3;1125;a week ago;;4;27;48;79;2017-04-08;42;2015-07-15;2016-12-22;95.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;7.0;1.99;40.435224329,-3.70000942713
2017-04-08;none;2013-08-22;100.0;;8.0;8.0;Cortes;Cortes;Centro;28014;40.411292306211465;-3.696441731369581;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;;55.0;;;;10.0;2;5;1;1125;today;;3;11;23;271;2017-04-08;27;2016-12-04;2017-04-03;92.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;5.0;6.43;40.4112923062,-3.69644173137
2017-04-08;none;2014-04-26;100.0;;1.0;1.0;Cortes;Cortes;Centro;28014;40.414622634634036;-3.6990523913350417;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;;115.0;;;200.0;60.0;4;35;2;1125;today;;8;20;34;301;2017-04-07;48;2016-01-23;2017-03-20;91.0;9.0;9.0;10.0;9.0;9.0;9.0;;;strict;1.0;3.26;40.4146226346,-3.69905239134
2017-04-08;none;2013-12-26;83.0;;1.0;1.0;Embajadores;Embajadores;Centro;28012;40.41044152187933;-3.6961111816558048;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;;100.0;500.0;2000.0;;30.0;4;15;1;1125;a week ago;;11;11;11;230;2017-04-08;64;2015-05-04;2017-03-20;95.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;2.72;40.4104415219,-3.69611118166
2017-04-08;none;2014-09-19;75.0;;164.0;164.0;Sol;Sol;Centro;28012;40.41410912989065;-3.705704459499911;Apartment;Entire home/apt;3;1.0;0.0;3.0;Real Bed;;130.0;;1700.0;200.0;40.0;2;20;2;1125;today;;10;40;70;345;2017-04-07;5;2015-05-25;2017-02-23;88.0;10.0;10.0;9.0;9.0;10.0;8.0;;;strict;145.0;0.22;40.4141091299,-3.7057044595
2017-04-08;none;2012-02-24;100.0;;17.0;17.0;Justicia;Justicia;Centro;28004;40.425614776672866;-3.6986377187896164;Apartment;Private room;4;1.0;0.0;2.0;Real Bed;;70.0;400.0;1300.0;;30.0;2;5;3;1125;4 days ago;;10;10;10;260;2017-04-07;3;2012-08-05;2017-03-31;80.0;8.0;9.0;8.0;7.0;10.0;7.0;;;moderate;15.0;0.05;40.4256147767,-3.69863771879
2017-04-08;none;2014-05-28;100.0;;1.0;1.0;;Trafalgar;Chamberí;28010;40.432469530985884;-3.7012783221537546;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;;50.0;;;;50.0;1;0;2;1125;6 months ago;;0;6;30;305;2017-04-08;9;2016-04-27;2016-11-14;98.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;0.78;40.432469531,-3.70127832215
2017-04-08;none;2012-02-05;100.0;;2.0;2.0;Villaverde;San Andrés;Villaverde;28021;40.34933475032874;-3.703951657025317;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;;63.0;420.0;1300.0;150.0;;2;13;3;1125;4 days ago;;6;14;21;219;2017-04-08;6;2014-08-01;2016-09-08;97.0;10.0;9.0;10.0;10.0;10.0;10.0;;;moderate;2.0;0.18;40.3493347503,-3.70395165703
2017-04-08;none;2014-05-02;100.0;;2.0;2.0;;Embajadores;Centro;28012;40.40772356813352;-3.702541253853283;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;35.0;;700.0;;10.0;1;5;1;1125;5 weeks ago;;29;59;83;83;2017-04-08;0;;;;;;;;;;;;flexible;2.0;;40.4077235681,-3.70254125385
2017-04-08;none;2016-03-31;;;17.0;17.0;La Latina;Palacio;Centro;28005;40.41277774548665;-3.7121319933573154;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;;28.0;;;;;1;0;7;1125;a week ago;;0;6;36;311;2017-04-08;0;;;;;;;;;;;;flexible;17.0;;40.4127777455,-3.71213199336
2017-04-08;none;2015-10-02;100.0;;1.0;1.0;;Lista;Salamanca;;40.42983188970319;-3.67288086620664;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;20.0;;;96.0;20.0;1;10;4;1125;2 weeks ago;;6;36;66;157;2017-04-07;1;2017-01-14;2017-01-14;100.0;10.0;8.0;10.0;10.0;10.0;10.0;;;moderate;1.0;0.35;40.4298318897,-3.67288086621
2017-04-08;none;2012-10-18;100.0;;6.0;6.0;;San Diego;Puente de Vallecas;28053;40.39160692110031;-3.669146263011129;House;Shared room;2;1.0;1.0;1.0;Pull-out Sofa;;18.0;;;;;1;10;1;1125;5 months ago;;30;60;90;365;2017-04-08;3;2016-04-24;2016-10-09;93.0;9.0;9.0;10.0;10.0;8.0;9.0;;;flexible;6.0;0.26;40.3916069211,-3.66914626301
2017-04-08;none;2013-02-26;100.0;;20.0;20.0;Embajadores;Embajadores;Centro;28012;40.411829452133865;-3.701599077080161;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;;50.0;299.0;;;20.0;2;8;3;1125;a week ago;;12;28;58;333;2017-04-07;57;2015-03-28;2017-03-05;95.0;10.0;10.0;10.0;10.0;9.0;9.0;;;moderate;20.0;2.3;40.4118294521,-3.70159907708
2017-04-08;none;2016-04-18;100.0;;1.0;1.0;La Latina;Embajadores;Centro;28005;40.409856056212575;-3.7061871102300445;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;;89.0;;;100.0;40.0;4;20;2;30;yesterday;;3;6;13;224;2017-04-08;58;2016-06-22;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;;;moderate;1.0;5.98;40.4098560562,-3.70618711023
2017-04-08;none;2014-05-08;100.0;;114.0;114.0;Justicia;Justicia;Centro;28004;40.421696955810226;-3.7005508936913616;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;;20.0;;;;15.0;1;5;10;1125;2 weeks ago;;0;0;6;281;2017-04-08;0;;;;;;;;;;;;strict;97.0;;40.4216969558,-3.70055089369
2017-04-08;none;2014-03-25;100.0;;2.0;2.0;;Vista Alegre;Carabanchel;28025;40.38843039732924;-3.7384827276603936;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;10.0;;;100.0;10.0;1;0;2;1125;1 week ago;;0;0;0;27;2017-04-08;0;;;;;;;;;;;;moderate;2.0;;40.3884303973,-3.73848272766
2017-04-08;none;2014-04-24;33.0;;1.0;1.0;;Opañel;Carabanchel;;40.39648832433603;-3.7159698730632886;House;Private room;2;1.5;1.0;1.0;Real Bed;;30.0;;;;;1;0;2;20;2 months ago;;26;56;86;86;2017-04-08;0;;;;;;;;;;EBM961777484;;flexible;1.0;;40.3964883243,-3.71596987306
2017-04-08;none;2015-06-30;50.0;;1.0;1.0;;Palacio;Centro;28005;40.41128517069687;-3.709998375562103;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;;26.0;;;;;1;13;2;6;today;;2;32;62;337;2017-04-07;10;2015-07-20;2016-11-01;94.0;9.0;9.0;10.0;10.0;10.0;9.0;;;flexible;1.0;0.48;40.4112851707,-3.70999837556
2017-04-08;none;2015-08-12;100.0;;10.0;10.0;Pacifico;Pacífico;Retiro;28007;40.406749548223075;-3.6786251103270544;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;;47.0;;;;40.0;2;10;3;1125;4 weeks ago;;1;9;9;9;2017-04-07;17;2016-11-15;2017-03-15;91.0;10.0;10.0;10.0;10.0;10.0;9.0;;;strict;9.0;3.52;40.4067495482,-3.67862511033
2017-04-08;none;2015-10-13;100.0;;2.0;2.0;Justicia;Justicia;Centro;28004;40.421241784751956;-3.7004963380358036;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;;49.0;300.0;1200.0;150.0;20.0;2;10;2;1125;today;;5;16;27;70;2017-04-08;117;2015-11-09;2017-04-06;97.0;10.0;10.0;10.0;10.0;10.0;10.0;;;strict;2.0;6.79;40.4212417848,-3.70049633804
